name,code,division_type,codename,district_code
Xã Vĩnh Thành,17587,xã,xa_vinh_thanh,426
Xã Viên Thành,17596,xã,xa_vien_thanh,426
Xã Liên Thành,17602,xã,xa_lien_thanh,426
Xã Bảo Thành,17605,xã,xa_bao_thanh,426
Xã Mỹ Thành,17608,xã,xa_my_thanh,426
Xã Vân Tụ,17611,xã,xa_van_tu,426
Xã Sơn Thành,17614,xã,xa_son_thanh,426
Thị trấn Đô Lương,17617,xã,thi_tran_do_luong,427
Xã Giang Sơn Đông,17619,xã,xa_giang_son_dong,427
Xã Giang Sơn Tây,17620,xã,xa_giang_son_tay,427
Xã Bạch Ngọc,17623,xã,xa_bach_ngoc,427
Xã Bồi Sơn,17626,xã,xa_boi_son,427
Xã Hồng Sơn,17629,xã,xa_hong_son,427
Xã Bài Sơn,17632,xã,xa_bai_son,427
Xã Bắc Sơn,17638,xã,xa_bac_son,427
Xã Tràng Sơn,17641,xã,xa_trang_son,427
Xã Thượng Sơn,17644,xã,xa_thuong_son,427
Xã Hòa Sơn,17647,xã,xa_hoa_son,427
Xã Đặng Sơn,17650,xã,xa_dang_son,427
Xã Đông Sơn,17653,xã,xa_dong_son,427
Xã Nam Sơn,17656,xã,xa_nam_son,427
Xã Lưu Sơn,17659,xã,xa_luu_son,427
Xã Yên Sơn,17662,xã,xa_yen_son,427
Xã Văn Sơn,17665,xã,xa_van_son,427
Xã Đà Sơn,17668,xã,xa_da_son,427
Xã Lạc Sơn,17671,xã,xa_lac_son,427
Xã Tân Sơn,17674,xã,xa_tan_son,427
Xã Thái Sơn,17677,xã,xa_thai_son,427
Xã Quang Sơn,17680,xã,xa_quang_son,427
Xã Thịnh Sơn,17683,xã,xa_thinh_son,427
Xã Trung Sơn,17686,xã,xa_trung_son,427
Xã Xuân Sơn,17689,xã,xa_xuan_son,427
Xã Minh Sơn,17692,xã,xa_minh_son,427
Xã Thuận Sơn,17695,xã,xa_thuan_son,427
Xã Nhân Sơn,17698,xã,xa_nhan_son,427
Xã Hiến Sơn,17701,xã,xa_hien_son,427
Xã Mỹ Sơn,17704,xã,xa_my_son,427
Xã Trù Sơn,17707,xã,xa_tru_son,427
Xã Đại Sơn,17710,xã,xa_dai_son,427
Thị trấn Dùng,17713,xã,thi_tran_dung,428
Xã Cát Văn,17716,xã,xa_cat_van,428
Xã Minh Sơn,17719,xã,xa_minh_son,428
Xã Hạnh Lâm,17722,xã,xa_hanh_lam,428
Xã Thanh Sơn,17723,xã,xa_thanh_son,428
Xã Phong Thịnh,17728,xã,xa_phong_thinh,428
Xã Thanh Phong,17731,xã,xa_thanh_phong,428
Xã Thanh Mỹ,17734,xã,xa_thanh_my,428
Xã Thanh Tiên,17737,xã,xa_thanh_tien,428
Xã Thanh Liên,17743,xã,xa_thanh_lien,428
Xã Đại Đồng,17749,xã,xa_dai_dong,428
Xã Thanh Ngọc,17755,xã,xa_thanh_ngoc,428
Xã Thanh Hương,17758,xã,xa_thanh_huong,428
Xã Ngọc Lâm,17759,xã,xa_ngoc_lam,428
Xã Đồng Văn,17764,xã,xa_dong_van,428
Xã Ngọc Sơn,17767,xã,xa_ngoc_son,428
Xã Thanh Thịnh,17770,xã,xa_thanh_thinh,428
Xã Thanh An,17773,xã,xa_thanh_an,428
Xã Thanh Quả,17776,xã,xa_thanh_qua,428
Xã Xuân Dương,17779,xã,xa_xuan_duong,428
Xã Minh Tiến,17785,xã,xa_minh_tien,428
Xã Kim Bảng,17791,xã,xa_kim_bang,428
Xã Thanh Thủy,17797,xã,xa_thanh_thuy,428
Xã Thanh Hà,17806,xã,xa_thanh_ha,428
Xã Thanh Tùng,17812,xã,xa_thanh_tung,428
Xã Thanh Lâm,17815,xã,xa_thanh_lam,428
Xã Mai Giang,17818,xã,xa_mai_giang,428
Xã Thanh Xuân,17821,xã,xa_thanh_xuan,428
Xã Thanh Đức,17824,xã,xa_thanh_duc,428
Thị trấn Quán Hành,17827,xã,thi_tran_quan_hanh,429
Xã Nghi Văn,17830,xã,xa_nghi_van,429
Xã Nghi Yên,17833,xã,xa_nghi_yen,429
Xã Nghi Tiến,17836,xã,xa_nghi_tien,429
Xã Nghi Hưng,17839,xã,xa_nghi_hung,429
Xã Nghi Đồng,17842,xã,xa_nghi_dong,429
Xã Nghi Thiết,17845,xã,xa_nghi_thiet,429
Xã Nghi Lâm,17848,xã,xa_nghi_lam,429
Xã Nghi Quang,17851,xã,xa_nghi_quang,429
Xã Nghi Kiều,17854,xã,xa_nghi_kieu,429
Xã Nghi Mỹ,17857,xã,xa_nghi_my,429
Xã Nghi Phương,17860,xã,xa_nghi_phuong,429
Xã Nghi Thuận,17863,xã,xa_nghi_thuan,429
Xã Nghi Long,17866,xã,xa_nghi_long,429
Xã Nghi Xá,17869,xã,xa_nghi_xa,429
Xã Khánh Hợp,17878,xã,xa_khanh_hop,429
Xã Nghi Công Bắc,17884,xã,xa_nghi_cong_bac,429
Xã Nghi Công Nam,17887,xã,xa_nghi_cong_nam,429
Xã Nghi Thạch,17890,xã,xa_nghi_thach,429
Xã Nghi Trung,17893,xã,xa_nghi_trung,429
Xã Thịnh Trường,17896,xã,xa_thinh_truong,429
Xã Diên Hoa,17899,xã,xa_dien_hoa,429
Xã Nghi Vạn,17911,xã,xa_nghi_van,429
Xã Nam Hưng,17932,xã,xa_nam_hung,430
Xã Nghĩa Thái,17935,xã,xa_nghia_thai,430
Xã Nam Thanh,17938,xã,xa_nam_thanh,430
Xã Nam Anh,17941,xã,xa_nam_anh,430
Xã Nam Xuân,17944,xã,xa_nam_xuan,430
Thị trấn Nam Đàn,17950,xã,thi_tran_nam_dan,430
Xã Nam Lĩnh,17953,xã,xa_nam_linh,430
Xã Nam Giang,17956,xã,xa_nam_giang,430
Xã Xuân Hòa,17959,xã,xa_xuan_hoa,430
Xã Hùng Tiến,17962,xã,xa_hung_tien,430
Xã Thượng Tân Lộc,17968,xã,xa_thuong_tan_loc,430
Xã Kim Liên,17971,xã,xa_kim_lien,430
Xã Xuân Hồng,17980,xã,xa_xuan_hong,430
Xã Nam Cát,17983,xã,xa_nam_cat,430
Xã Khánh Sơn,17986,xã,xa_khanh_son,430
Xã Trung Phúc Cường,17989,xã,xa_trung_phuc_cuong,430
Xã Nam Kim,17998,xã,xa_nam_kim,430
Thị trấn Hưng Nguyên,18001,xã,thi_tran_hung_nguyen,431
Xã Hưng Trung,18004,xã,xa_hung_trung,431
Xã Hưng Yên,18007,xã,xa_hung_yen,431
Xã Hưng Yên Bắc,18008,xã,xa_hung_yen_bac,431
Xã Hưng Tây,18010,xã,xa_hung_tay,431
Xã Hưng Đạo,18016,xã,xa_hung_dao,431
Xã Thịnh Mỹ,18022,xã,xa_thinh_my,431
Xã Hưng Lĩnh,18025,xã,xa_hung_linh,431
Xã Thông Tân,18028,xã,xa_thong_tan,431
Xã Hưng Nghĩa,18037,xã,xa_hung_nghia,431
Xã Phúc Lợi,18040,xã,xa_phuc_loi,431
Xã Long Xá,18043,xã,xa_long_xa,431
Xã Châu Nhân,18052,xã,xa_chau_nhan,431
Xã Xuân Lam,18055,xã,xa_xuan_lam,431
Xã Hưng Thành,18064,xã,xa_hung_thanh,431
Xã Quỳnh Vinh,17104,xã,xa_quynh_vinh,432
Xã Quỳnh Lộc,17107,xã,xa_quynh_loc,432
Phường Quỳnh Thiện,17110,xã,phuong_quynh_thien,432
Xã Quỳnh Lập,17113,xã,xa_quynh_lap,432
Xã Quỳnh Trang,17116,xã,xa_quynh_trang,432
Phường Mai Hùng,17125,xã,phuong_mai_hung,432
Phường Quỳnh Dị,17128,xã,phuong_quynh_di,432
Phường Quỳnh Xuân,17131,xã,phuong_quynh_xuan,432
Phường Quỳnh Phương,17134,xã,phuong_quynh_phuong,432
Xã Quỳnh Liên,17137,xã,xa_quynh_lien,432
Phường Nam Hà,18073,xã,phuong_nam_ha,436
Phường Bắc Hà,18077,xã,phuong_bac_ha,436
Phường Tân Giang,18079,xã,phuong_tan_giang,436
Phường Đại Nài,18082,xã,phuong_dai_nai,436
Phường Hà Huy Tập,18085,xã,phuong_ha_huy_tap,436
Phường Thạch Trung,18088,xã,phuong_thach_trung,436
Phường Thạch Quý,18091,xã,phuong_thach_quy,436
Phường Trần Phú,18094,xã,phuong_tran_phu,436
Phường Văn Yên,18097,xã,phuong_van_yen,436
Phường Thạch Hạ,18100,xã,phuong_thach_ha,436
Phường Đồng Môn,18103,xã,phuong_dong_mon,436
Phường Thạch Hưng,18109,xã,phuong_thach_hung,436
Xã Thạch Bình,18112,xã,xa_thach_binh,436
Xã Thạch Hải,18571,xã,xa_thach_hai,436
Xã Đỉnh Bàn,18595,xã,xa_dinh_ban,436
Xã Hộ Độ,18598,xã,xa_ho_do,436
Xã Thạch Khê,18604,xã,xa_thach_khe,436
Xã Thạch Trị,18619,xã,xa_thach_tri,436
Xã Thạch Lạc,18622,xã,xa_thach_lac,436
Xã Tượng Sơn,18628,xã,xa_tuong_son,436
Xã Thạch Văn,18631,xã,xa_thach_van,436
Xã Thạch Thắng,18637,xã,xa_thach_thang,436
Xã Thạch Đài,18643,xã,xa_thach_dai,436
Xã Thạch Hội,18649,xã,xa_thach_hoi,436
Xã Tân Lâm Hương,18652,xã,xa_tan_lam_huong,436
Xã Cẩm Bình,18685,xã,xa_cam_binh,436
Xã Cẩm Vịnh,18691,xã,xa_cam_vinh,436
Phường Bắc Hồng,18115,xã,phuong_bac_hong,437
Phường Nam Hồng,18118,xã,phuong_nam_hong,437
Phường Trung Lương,18121,xã,phuong_trung_luong,437
Phường Đức Thuận,18124,xã,phuong_duc_thuan,437
Phường Đậu Liêu,18127,xã,phuong_dau_lieu,437
Xã Thuận Lộc,18130,xã,xa_thuan_loc,437
Thị trấn Phố Châu,18133,xã,thi_tran_pho_chau,439
Thị trấn Tây Sơn,18136,xã,thi_tran_tay_son,439
Xã Sơn Hồng,18139,xã,xa_son_hong,439
Xã Sơn Tiến,18142,xã,xa_son_tien,439
Xã Sơn Lâm,18145,xã,xa_son_lam,439
Xã Sơn Lễ,18148,xã,xa_son_le,439
Xã Sơn Giang,18157,xã,xa_son_giang,439
Xã Sơn Lĩnh,18160,xã,xa_son_linh,439
Xã An Hòa Thịnh,18163,xã,xa_an_hoa_thinh,439
Xã Sơn Tây,18172,xã,xa_son_tay,439
Xã Sơn Ninh,18175,xã,xa_son_ninh,439
Xã Châu Bình,18178,xã,xa_chau_binh,439
Xã Tân Mỹ Hà,18181,xã,xa_tan_my_ha,439
Xã Quang Diệm,18184,xã,xa_quang_diem,439
Xã Sơn Trung,18187,xã,xa_son_trung,439
Xã Sơn Bằng,18190,xã,xa_son_bang,439
Xã Sơn Kim 1,18196,xã,xa_son_kim_1,439
Xã Sơn Kim 2,18199,xã,xa_son_kim_2,439
Xã Mỹ Long,18202,xã,xa_my_long,439
Xã Kim Hoa,18211,xã,xa_kim_hoa,439
Xã Sơn Phú,18217,xã,xa_son_phu,439
Xã Hàm Trường,18223,xã,xa_ham_truong,439
Thị trấn Đức Thọ,18229,xã,thi_tran_duc_tho,440
Xã Quang Vĩnh,18235,xã,xa_quang_vinh,440
Xã Tùng Châu,18241,xã,xa_tung_chau,440
Xã Trường Sơn,18244,xã,xa_truong_son,440
Xã Liên Minh,18247,xã,xa_lien_minh,440
Xã Yên Hồ,18253,xã,xa_yen_ho,440
Xã Tùng Ảnh,18259,xã,xa_tung_anh,440
Xã Bùi La Nhân,18262,xã,xa_bui_la_nhan,440
Xã Thanh Bình Thịnh,18274,xã,xa_thanh_binh_thinh,440
Xã Lâm Trung Thủy,18277,xã,xa_lam_trung_thuy,440
Xã Hòa Lạc,18280,xã,xa_hoa_lac,440
Xã Tân Dân,18283,xã,xa_tan_dan,440
Xã An Dũng,18298,xã,xa_an_dung,440
Xã Đức Đồng,18304,xã,xa_duc_dong,440
Xã Đức Lạng,18307,xã,xa_duc_lang,440
Xã Tân Hương,18310,xã,xa_tan_huong,440
Thị trấn Vũ Quang,18313,xã,thi_tran_vu_quang,441
Xã Ân Phú,18316,xã,xa_an_phu,441
Xã Đức Giang,18319,xã,xa_duc_giang,441
Xã Đức Lĩnh,18322,xã,xa_duc_linh,441
Xã Thọ Điền,18325,xã,xa_tho_dien,441
Xã Đức Hương,18328,xã,xa_duc_huong,441
Xã Đức Bồng,18331,xã,xa_duc_bong,441
Xã Đức Liên,18334,xã,xa_duc_lien,441
Xã Hương Minh,18340,xã,xa_huong_minh,441
Xã Quang Thọ,18343,xã,xa_quang_tho,441
Thị trấn Xuân An,18352,xã,thi_tran_xuan_an,442
Xã Xuân Hội,18355,xã,xa_xuan_hoi,442
Xã Đan Trường,18358,xã,xa_dan_truong,442
Xã Xuân Phổ,18364,xã,xa_xuan_pho,442
Xã Xuân Hải,18367,xã,xa_xuan_hai,442
Xã Xuân Giang,18370,xã,xa_xuan_giang,442
Thị trấn Tiên Điền,18373,xã,thi_tran_tien_dien,442
Xã Xuân Yên,18376,xã,xa_xuan_yen,442
Xã Xuân Mỹ,18379,xã,xa_xuan_my,442
Xã Xuân Thành,18382,xã,xa_xuan_thanh,442
Xã Xuân Viên,18385,xã,xa_xuan_vien,442
Xã Xuân Hồng,18388,xã,xa_xuan_hong,442
Xã Cỗ Đạm,18391,xã,xa_co_dam,442
Xã Xuân Liên,18394,xã,xa_xuan_lien,442
Xã Xuân Lĩnh,18397,xã,xa_xuan_linh,442
Xã Xuân Lam,18400,xã,xa_xuan_lam,442
Xã Cương Gián,18403,xã,xa_cuong_gian,442
Thị trấn Nghèn,18406,xã,thi_tran_nghen,443
Xã Thiên Lộc,18415,xã,xa_thien_loc,443
Xã Thuần Thiện,18418,xã,xa_thuan_thien,443
Xã Vượng Lộc,18427,xã,xa_vuong_loc,443
Xã Thanh Lộc,18433,xã,xa_thanh_loc,443
Xã Kim Song Trường,18436,xã,xa_kim_song_truong,443
Xã Thường Nga,18439,xã,xa_thuong_nga,443
Xã Tùng Lộc,18445,xã,xa_tung_loc,443
Xã Phú Lộc,18454,xã,xa_phu_loc,443
Xã Gia Hanh,18463,xã,xa_gia_hanh,443
Xã Khánh Vĩnh Yên,18466,xã,xa_khanh_vinh_yen,443
Xã Xuân Lộc,18475,xã,xa_xuan_loc,443
Xã Thượng Lộc,18478,xã,xa_thuong_loc,443
Xã Quang Lộc,18481,xã,xa_quang_loc,443
Thị trấn Đồng Lộc,18484,xã,thi_tran_dong_loc,443
Xã Mỹ Lộc,18487,xã,xa_my_loc,443
Xã Sơn Lộc,18490,xã,xa_son_loc,443
Thị trấn Hương Khê,18496,xã,thi_tran_huong_khe,444
Xã Điền Mỹ,18499,xã,xa_dien_my,444
Xã Hà Linh,18502,xã,xa_ha_linh,444
Xã Hương Thủy,18505,xã,xa_huong_thuy,444
Xã Hòa Hải,18508,xã,xa_hoa_hai,444
Xã Phúc Đồng,18514,xã,xa_phuc_dong,444
Xã Hương Giang,18517,xã,xa_huong_giang,444
Xã Lộc Yên,18520,xã,xa_loc_yen,444
Xã Hương Bình,18523,xã,xa_huong_binh,444
Xã Hương Long,18526,xã,xa_huong_long,444
Xã Phú Gia,18529,xã,xa_phu_gia,444
Xã Gia Phố,18532,xã,xa_gia_pho,444
Xã Hương Đô,18538,xã,xa_huong_do,444
Xã Hương Vĩnh,18541,xã,xa_huong_vinh,444
Xã Hương Xuân,18544,xã,xa_huong_xuan,444
Xã Phúc Trạch,18547,xã,xa_phuc_trach,444
Xã Hương Trà,18550,xã,xa_huong_tra,444
Xã Hương Trạch,18553,xã,xa_huong_trach,444
Xã Hương Lâm,18556,xã,xa_huong_lam,444
Xã Hương Liên,18559,xã,xa_huong_lien,444
Xã Tân Lộc,18409,xã,xa_tan_loc,445
Xã Hồng Lộc,18412,xã,xa_hong_loc,445
Xã Thịnh Lộc,18421,xã,xa_thinh_loc,445
Xã Bình An,18430,xã,xa_binh_an,445
Xã Bình Lộc,18448,xã,xa_binh_loc,445
Xã Ích Hậu,18457,xã,xa_ich_hau,445
Xã Phù Lưu,18493,xã,xa_phu_luu,445
Thị trấn Thạch Hà,18562,xã,thi_tran_thach_ha,445
Xã Ngọc Sơn,18565,xã,xa_ngoc_son,445
Thị trấn Lộc Hà,18568,xã,thi_tran_loc_ha,445
Xã Thạch Mỹ,18577,xã,xa_thach_my,445
Xã Thạch Kim,18580,xã,xa_thach_kim,445
Xã Thạch Châu,18583,xã,xa_thach_chau,445
Xã Thạch Kênh,18586,xã,xa_thach_kenh,445
Xã Thạch Sơn,18589,xã,xa_thach_son,445
Xã Thạch Liên,18592,xã,xa_thach_lien,445
Xã Việt Tiến,18601,xã,xa_viet_tien,445
Xã Thạch Long,18607,xã,xa_thach_long,445
Xã Thạch Ngọc,18625,xã,xa_thach_ngoc,445
Xã Lưu Vĩnh Sơn,18634,xã,xa_luu_vinh_son,445
Xã Thạch Xuân,18658,xã,xa_thach_xuan,445
Xã Nam Điền,18667,xã,xa_nam_dien,445
Xã Mai Phụ,18670,xã,xa_mai_phu,445
Thị trấn Cẩm Xuyên,18673,xã,thi_tran_cam_xuyen,446
Thị trấn Thiên Cầm,18676,xã,thi_tran_thien_cam,446
Xã Yên Hòa,18679,xã,xa_yen_hoa,446
Xã Cẩm Dương,18682,xã,xa_cam_duong,446
Xã Cẩm Thành,18694,xã,xa_cam_thanh,446
Xã Cẩm Quang,18697,xã,xa_cam_quang,446
Xã Cẩm Thạch,18706,xã,xa_cam_thach,446
Xã Cẩm Nhượng,18709,xã,xa_cam_nhuong,446
Xã Nam Phúc Thăng,18712,xã,xa_nam_phuc_thang,446
Xã Cẩm Duệ,18715,xã,xa_cam_due,446
Xã Cẩm Lĩnh,18721,xã,xa_cam_linh,446
Xã Cẩm Quan,18724,xã,xa_cam_quan,446
Xã Cẩm Hà,18727,xã,xa_cam_ha,446
Xã Cẩm Lộc,18730,xã,xa_cam_loc,446
Xã Cẩm Hưng,18733,xã,xa_cam_hung,446
Xã Cẩm Thịnh,18736,xã,xa_cam_thinh,446
Xã Cẩm Mỹ,18739,xã,xa_cam_my,446
Xã Cẩm Trung,18742,xã,xa_cam_trung,446
Xã Cẩm Sơn,18745,xã,xa_cam_son,446
Xã Cẩm Lạc,18748,xã,xa_cam_lac,446
Xã Cẩm Minh,18751,xã,xa_cam_minh,446
Xã Kỳ Xuân,18757,xã,xa_ky_xuan,447
Xã Kỳ Bắc,18760,xã,xa_ky_bac,447
Xã Kỳ Phú,18763,xã,xa_ky_phu,447
Xã Kỳ Phong,18766,xã,xa_ky_phong,447
Xã Kỳ Tiến,18769,xã,xa_ky_tien,447
Xã Kỳ Giang,18772,xã,xa_ky_giang,447
Thị trấn Kỳ Đồng,18775,xã,thi_tran_ky_dong,447
Xã Kỳ Khang,18778,xã,xa_ky_khang,447
Xã Kỳ Văn,18784,xã,xa_ky_van,447
Xã Kỳ Trung,18787,xã,xa_ky_trung,447
Xã Kỳ Thọ,18790,xã,xa_ky_tho,447
Xã Kỳ Tây,18793,xã,xa_ky_tay,447
Xã Kỳ Thượng,18799,xã,xa_ky_thuong,447
Xã Kỳ Hải,18802,xã,xa_ky_hai,447
Xã Kỳ Thư,18805,xã,xa_ky_thu,447
Xã Kỳ Châu,18811,xã,xa_ky_chau,447
Xã Kỳ Tân,18814,xã,xa_ky_tan,447
Xã Lâm Hợp,18838,xã,xa_lam_hop,447
Xã Kỳ Sơn,18844,xã,xa_ky_son,447
Xã Kỳ Lạc,18850,xã,xa_ky_lac,447
Phường Hưng Trí,18754,xã,phuong_hung_tri,449
Phường Kỳ Ninh,18781,xã,phuong_ky_ninh,449
Xã Kỳ Lợi,18796,xã,xa_ky_loi,449
Xã Kỳ Hà,18808,xã,xa_ky_ha,449
Phường Kỳ Trinh,18820,xã,phuong_ky_trinh,449
Phường Kỳ Thịnh,18823,xã,phuong_ky_thinh,449
Xã Kỳ Hoa,18829,xã,xa_ky_hoa,449
Phường Kỳ Phương,18832,xã,phuong_ky_phuong,449
Phường Kỳ Long,18835,xã,phuong_ky_long,449
Phường Kỳ Liên,18841,xã,phuong_ky_lien,449
Phường Kỳ Nam,18847,xã,phuong_ky_nam,449
Phường Hải Thành,18853,xã,phuong_hai_thanh,450
Phường Đồng Phú,18856,xã,phuong_dong_phu,450
Phường Bắc Lý,18859,xã,phuong_bac_ly,450
Phường Nam Lý,18865,xã,phuong_nam_ly,450
Phường Đồng Hải,18868,xã,phuong_dong_hai,450
Phường Đồng Sơn,18871,xã,phuong_dong_son,450
Phường Phú Hải,18874,xã,phuong_phu_hai,450
Phường Bắc Nghĩa,18877,xã,phuong_bac_nghia,450
Phường Đức Ninh Đông,18880,xã,phuong_duc_ninh_dong,450
Xã Quang Phú,18883,xã,xa_quang_phu,450
Xã Lộc Ninh,18886,xã,xa_loc_ninh,450
Xã Bảo Ninh,18889,xã,xa_bao_ninh,450
Xã Nghĩa Ninh,18892,xã,xa_nghia_ninh,450
Xã Thuận Đức,18895,xã,xa_thuan_duc,450
Xã Đức Ninh,18898,xã,xa_duc_ninh,450
Thị trấn Quy Đạt,18901,xã,thi_tran_quy_dat,452
Xã Dân Hóa,18904,xã,xa_dan_hoa,452
Xã Trọng Hóa,18907,xã,xa_trong_hoa,452
Xã Hồng Hóa,18913,xã,xa_hong_hoa,452
Xã Tân Thành,18919,xã,xa_tan_thanh,452
Xã Hóa Hợp,18922,xã,xa_hoa_hop,452
Xã Xuân Hóa,18925,xã,xa_xuan_hoa,452
Xã Yên Hóa,18928,xã,xa_yen_hoa,452
Xã Minh Hóa,18931,xã,xa_minh_hoa,452
Xã Tân Hóa,18934,xã,xa_tan_hoa,452
Xã Hóa Sơn,18937,xã,xa_hoa_son,452
Xã Trung Hóa,18943,xã,xa_trung_hoa,452
Xã Thượng Hóa,18946,xã,xa_thuong_hoa,452
Thị trấn Đồng Lê,18949,xã,thi_tran_dong_le,453
Xã Hương Hóa,18952,xã,xa_huong_hoa,453
Xã Kim Hóa,18955,xã,xa_kim_hoa,453
Xã Thanh Hóa,18958,xã,xa_thanh_hoa,453
Xã Thanh Thạch,18961,xã,xa_thanh_thach,453
Xã Thuận Hóa,18964,xã,xa_thuan_hoa,453
Xã Lâm Hóa,18967,xã,xa_lam_hoa,453
Xã Lê Hóa,18970,xã,xa_le_hoa,453
Xã Sơn Hóa,18973,xã,xa_son_hoa,453
Xã Đồng Hóa,18976,xã,xa_dong_hoa,453
Xã Ngư Hóa,18979,xã,xa_ngu_hoa,453
Xã Thạch Hóa,18985,xã,xa_thach_hoa,453
Xã Đức Hóa,18988,xã,xa_duc_hoa,453
Xã Phong Hóa,18991,xã,xa_phong_hoa,453
Xã Mai Hóa,18994,xã,xa_mai_hoa,453
Xã Tiến Hóa,18997,xã,xa_tien_hoa,453
Xã Châu Hóa,19000,xã,xa_chau_hoa,453
Xã Cao Quảng,19003,xã,xa_cao_quang,453
Xã Văn Hóa,19006,xã,xa_van_hoa,453
Xã Quảng Hợp,19012,xã,xa_quang_hop,454
Xã Quảng Kim,19015,xã,xa_quang_kim,454
Xã Quảng Đông,19018,xã,xa_quang_dong,454
Xã Quảng Phú,19021,xã,xa_quang_phu,454
Xã Quảng Châu,19024,xã,xa_quang_chau,454
Xã Quảng Thạch,19027,xã,xa_quang_thach,454
Xã Quảng Lưu,19030,xã,xa_quang_luu,454
Xã Quảng Tùng,19033,xã,xa_quang_tung,454
Xã Cảnh Dương,19036,xã,xa_canh_duong,454
Xã Quảng Tiến,19039,xã,xa_quang_tien,454
Xã Quảng Hưng,19042,xã,xa_quang_hung,454
Xã Quảng Xuân,19045,xã,xa_quang_xuan,454
Xã Liên Trường,19051,xã,xa_lien_truong,454
Xã Quảng Phương,19057,xã,xa_quang_phuong,454
Xã Phù Cảnh,19063,xã,xa_phu_canh,454
Xã Quảng Thanh,19072,xã,xa_quang_thanh,454
Thị trấn Hoàn Lão,19111,xã,thi_tran_hoan_lao,455
Thị trấn NT Việt Trung,19114,xã,thi_tran_nt_viet_trung,455
Xã Xuân Trạch,19117,xã,xa_xuan_trach,455
Xã Hạ Mỹ,19123,xã,xa_ha_my,455
Xã Bắc Trạch,19126,xã,xa_bac_trach,455
Xã Lâm Trạch,19129,xã,xa_lam_trach,455
Xã Thanh Trạch,19132,xã,xa_thanh_trach,455
Xã Liên Trạch,19135,xã,xa_lien_trach,455
Xã Phúc Trạch,19138,xã,xa_phuc_trach,455
Xã Cự Nẫm,19141,xã,xa_cu_nam,455
Xã Hải Phú,19144,xã,xa_hai_phu,455
Xã Thượng Trạch,19147,xã,xa_thuong_trach,455
Xã Sơn Lộc,19150,xã,xa_son_loc,455
Xã Hưng Trạch,19156,xã,xa_hung_trach,455
Xã Đồng Trạch,19159,xã,xa_dong_trach,455
Xã Đức Trạch,19162,xã,xa_duc_trach,455
Thị trấn Phong Nha,19165,xã,thi_tran_phong_nha,455
Xã Vạn Trạch,19168,xã,xa_van_trach,455
Xã Phú Định,19174,xã,xa_phu_dinh,455
Xã Trung Trạch,19177,xã,xa_trung_trach,455
Xã Tây Trạch,19180,xã,xa_tay_trach,455
Xã Hòa Trạch,19183,xã,xa_hoa_trach,455
Xã Đại Trạch,19186,xã,xa_dai_trach,455
Xã Nhân Trạch,19189,xã,xa_nhan_trach,455
Xã Tân Trạch,19192,xã,xa_tan_trach,455
Xã Lý Nam,19198,xã,xa_ly_nam,455
Xã Trường Sơn,19204,xã,xa_truong_son,456
Thị trấn Quán Hàu,19207,xã,thi_tran_quan_hau,456
Xã Vĩnh Ninh,19210,xã,xa_vinh_ninh,456
Xã Võ Ninh,19213,xã,xa_vo_ninh,456
Xã Hải Ninh,19216,xã,xa_hai_ninh,456
Xã Hàm Ninh,19219,xã,xa_ham_ninh,456
Xã Duy Ninh,19222,xã,xa_duy_ninh,456
Xã Gia Ninh,19225,xã,xa_gia_ninh,456
Xã Trường Xuân,19228,xã,xa_truong_xuan,456
Xã Hiền Ninh,19231,xã,xa_hien_ninh,456
Xã Tân Ninh,19234,xã,xa_tan_ninh,456
Xã Xuân Ninh,19237,xã,xa_xuan_ninh,456
Xã An Ninh,19240,xã,xa_an_ninh,456
Xã Vạn Ninh,19243,xã,xa_van_ninh,456
Thị trấn NT Lệ Ninh,19246,xã,thi_tran_nt_le_ninh,457
Thị trấn Kiến Giang,19249,xã,thi_tran_kien_giang,457
Xã Hồng Thủy,19252,xã,xa_hong_thuy,457
Xã Ngư Thủy Bắc,19255,xã,xa_ngu_thuy_bac,457
Xã Hoa Thủy,19258,xã,xa_hoa_thuy,457
Xã Thanh Thủy,19261,xã,xa_thanh_thuy,457
Xã An Thủy,19264,xã,xa_an_thuy,457
Xã Phong Thủy,19267,xã,xa_phong_thuy,457
Xã Cam Thủy,19270,xã,xa_cam_thuy,457
Xã Ngân Thủy,19273,xã,xa_ngan_thuy,457
Xã Sơn Thủy,19276,xã,xa_son_thuy,457
Xã Lộc Thủy,19279,xã,xa_loc_thuy,457
Xã Liên Thủy,19285,xã,xa_lien_thuy,457
Xã Hưng Thủy,19288,xã,xa_hung_thuy,457
Xã Dương Thủy,19291,xã,xa_duong_thuy,457
Xã Tân Thủy,19294,xã,xa_tan_thuy,457
Xã Phú Thủy,19297,xã,xa_phu_thuy,457
Xã Xuân Thủy,19300,xã,xa_xuan_thuy,457
Xã Mỹ Thủy,19303,xã,xa_my_thuy,457
Xã Ngư Thủy,19306,xã,xa_ngu_thuy,457
Xã Mai Thủy,19309,xã,xa_mai_thuy,457
Xã Sen Thủy,19312,xã,xa_sen_thuy,457
Xã Thái Thủy,19315,xã,xa_thai_thuy,457
Xã Kim Thủy,19318,xã,xa_kim_thuy,457
Xã Trường Thủy,19321,xã,xa_truong_thuy,457
Xã Lâm Thủy,19327,xã,xa_lam_thuy,457
Phường Ba Đồn,19009,xã,phuong_ba_don,458
